사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Sep,7호선,516,광명사거리,233 ,2 ,21515 ,5241 ,28193 ,11388 ,72770 ,15055 ,83980 ,25204 ,42603 ,24022 ,26417 ,19196 ,24224 ,21575 ,25946 ,23094 ,25974 ,23930 ,24701 ,25265 ,24822 ,31236 ,27762 ,35364 ,31433 ,47527 ,29710 ,77217 ,19646 ,61071 ,15247 ,32450 ,11445 ,29409 ,7263 ,20654 ,2439 ,11530 ,35 ,1821 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,517,천왕,57 ,0 ,6169 ,1023 ,13184 ,4084 ,38389 ,6239 ,47674 ,11420 ,23419 ,6590 ,11661 ,5357 ,9890 ,6661 ,10009 ,7739 ,10385 ,8558 ,9435 ,8914 ,9681 ,10987 ,11054 ,13003 ,10382 ,18606 ,10292 ,37037 ,5674 ,31427 ,4188 ,16274 ,3508 ,13886 ,2455 ,9728 ,776 ,5720 ,18 ,875 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,518,온수(성공회대입구),121 ,1 ,7219 ,1071 ,14095 ,4012 ,44071 ,9096 ,51213 ,12844 ,21202 ,6137 ,10332 ,4930 ,8595 ,5573 ,8922 ,6082 ,8961 ,6657 ,7965 ,7533 ,8387 ,9228 ,10498 ,11500 ,11087 ,18014 ,10877 ,37658 ,5249 ,30160 ,3804 ,16500 ,3637 ,14670 ,2181 ,10445 ,795 ,6853 ,9 ,2273 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,519,까치울,0 ,0 ,3903 ,922 ,9078 ,3860 ,26204 ,5364 ,33943 ,8330 ,14973 ,4318 ,7610 ,3877 ,6573 ,4870 ,7230 ,5592 ,7332 ,5831 ,6586 ,6223 ,6721 ,6663 ,7814 ,9884 ,8833 ,15313 ,8995 ,25438 ,5260 ,22660 ,4140 ,13202 ,3386 ,11099 ,2154 ,8351 ,672 ,4201 ,1 ,16 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,520,부천종합운동장,35 ,0 ,2904 ,798 ,5099 ,2470 ,14482 ,5102 ,17028 ,10822 ,7865 ,3785 ,4201 ,3047 ,4408 ,2587 ,4166 ,2524 ,3918 ,2892 ,3543 ,3175 ,3731 ,3474 ,4382 ,3970 ,6280 ,6110 ,9109 ,11291 ,3725 ,9864 ,2385 ,5636 ,2028 ,4612 ,1191 ,3538 ,455 ,2298 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,521,춘의,0 ,0 ,4452 ,1473 ,8442 ,5728 ,20647 ,25769 ,21557 ,47510 ,11332 ,15546 ,7463 ,6733 ,6665 ,5110 ,7196 ,5816 ,7302 ,6589 ,7351 ,5669 ,7932 ,6847 ,10149 ,7566 ,24166 ,10290 ,37096 ,18172 ,13988 ,15719 ,9338 ,9812 ,7534 ,8770 ,3822 ,6172 ,989 ,4151 ,0 ,12 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,522,신중동,4 ,0 ,4774 ,1662 ,13887 ,5386 ,38458 ,13884 ,36616 ,39428 ,17766 ,22737 ,12097 ,12252 ,11930 ,9752 ,12529 ,11335 ,12452 ,12681 ,13000 ,11281 ,13911 ,13712 ,15874 ,15506 ,21928 ,21241 ,36552 ,37202 ,15754 ,33708 ,16908 ,16266 ,9637 ,13622 ,6802 ,11322 ,2641 ,8282 ,0 ,243 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,523,부천시청,10 ,1 ,4841 ,2100 ,13935 ,6993 ,37099 ,12973 ,34657 ,21976 ,15858 ,16475 ,10217 ,10315 ,10542 ,9671 ,11143 ,10681 ,11255 ,12027 ,11173 ,11382 ,12924 ,13132 ,15966 ,14273 ,19365 ,19002 ,20558 ,34013 ,13295 ,32904 ,14249 ,16264 ,9611 ,12328 ,6955 ,9879 ,2101 ,6565 ,5 ,400 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,524,상동,3 ,0 ,3654 ,1689 ,13046 ,4690 ,33099 ,9357 ,30527 ,24276 ,13952 ,24138 ,9964 ,11144 ,10616 ,10938 ,11470 ,11991 ,11165 ,13456 ,11951 ,14203 ,13622 ,13569 ,16549 ,15303 ,19024 ,21471 ,25003 ,33857 ,14058 ,31319 ,11837 ,16072 ,12538 ,11996 ,10415 ,9598 ,3566 ,6008 ,16 ,764 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,525,삼산체육관,13 ,0 ,2448 ,237 ,8465 ,1251 ,20131 ,2387 ,17914 ,4298 ,8111 ,2485 ,4686 ,1894 ,4399 ,2405 ,4435 ,3119 ,4109 ,3020 ,3900 ,3513 ,3875 ,4079 ,4621 ,5514 ,4389 ,8173 ,4129 ,14858 ,2525 ,13655 ,1673 ,7742 ,1453 ,6321 ,992 ,4952 ,495 ,2957 ,4 ,668 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,526,굴포천,0 ,0 ,6064 ,455 ,13310 ,2929 ,31310 ,4292 ,30907 ,9931 ,15485 ,6838 ,8882 ,5634 ,8053 ,5597 ,8304 ,6518 ,8263 ,7044 ,7426 ,7919 ,7434 ,8154 ,8237 ,11729 ,9156 ,17313 ,10770 ,31011 ,6296 ,29940 ,4614 ,16914 ,4626 ,13570 ,3267 ,10261 ,1492 ,5323 ,24 ,1149 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,527,부평구청,56 ,0 ,7655 ,635 ,19010 ,4712 ,53590 ,8928 ,45232 ,11946 ,20226 ,5394 ,10189 ,4686 ,9211 ,4546 ,9200 ,5123 ,9004 ,6808 ,8002 ,6672 ,8271 ,7913 ,8850 ,10621 ,13448 ,15154 ,13289 ,30932 ,7492 ,33410 ,5521 ,19128 ,4499 ,14760 ,3151 ,12665 ,1012 ,6802 ,3 ,1345 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,528,암사,20 ,0 ,13195 ,967 ,22174 ,5129 ,67724 ,7818 ,85977 ,15988 ,41014 ,11578 ,20732 ,9614 ,17640 ,10755 ,18205 ,13250 ,18107 ,13127 ,16097 ,15596 ,15016 ,20381 ,16020 ,23064 ,17491 ,34935 ,18802 ,61828 ,10962 ,48429 ,8324 ,26674 ,7060 ,26189 ,4482 ,17672 ,1612 ,9851 ,1 ,1327 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,529,천호(풍납토성),23 ,0 ,10372 ,1519 ,15645 ,9550 ,36724 ,13035 ,49586 ,23443 ,28261 ,21373 ,15720 ,14573 ,14778 ,14562 ,15805 ,16372 ,16474 ,17715 ,16034 ,18251 ,16616 ,23152 ,18249 ,26755 ,22323 ,35245 ,25267 ,56544 ,16969 ,41354 ,15267 ,22233 ,11671 ,20861 ,7510 ,13916 ,2943 ,8250 ,12 ,1285 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,530,강동구청,35 ,0 ,4095 ,878 ,9475 ,4559 ,26029 ,12127 ,33203 ,31951 ,17997 ,12335 ,10243 ,7780 ,9487 ,7963 ,9549 ,7660 ,9840 ,9510 ,9802 ,9519 ,10307 ,10502 ,11373 ,13209 ,15054 ,17733 ,23653 ,29208 ,9384 ,22566 ,6343 ,12735 ,5621 ,11145 ,3306 ,8964 ,1199 ,4334 ,3 ,543 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,531,몽촌토성(평화의문),3 ,0 ,1263 ,1019 ,3068 ,5490 ,7939 ,7386 ,11229 ,19420 ,7025 ,10852 ,4236 ,5415 ,4026 ,4637 ,4517 ,4957 ,4873 ,5523 ,5396 ,5695 ,6268 ,5753 ,9209 ,6075 ,11720 ,7622 ,16653 ,11382 ,7564 ,8534 ,5036 ,5066 ,5083 ,4243 ,3412 ,3486 ,1562 ,1552 ,0 ,190 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,532,잠실(송파구청),9 ,1 ,1219 ,1802 ,3471 ,7690 ,6838 ,22997 ,10936 ,61513 ,8225 ,32269 ,7190 ,16436 ,9170 ,16685 ,10480 ,17864 ,12691 ,18654 ,15062 ,18346 ,18758 ,19574 ,22162 ,18772 ,32781 ,22283 ,51469 ,28064 ,28763 ,16200 ,25423 ,8510 ,20854 ,6345 ,13299 ,3825 ,4000 ,2226 ,7 ,340 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,533,석촌,0 ,0 ,3169 ,547 ,5043 ,3330 ,13720 ,6810 ,19050 ,19049 ,10592 ,14549 ,7346 ,7967 ,7311 ,8365 ,7840 ,9162 ,8215 ,9246 ,8130 ,9583 ,8642 ,10982 ,9512 ,11134 ,12062 ,16060 ,16581 ,22355 ,9106 ,16474 ,7199 ,9132 ,6788 ,8330 ,5029 ,5763 ,1829 ,3586 ,5 ,394 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,534,송파,2 ,0 ,2457 ,571 ,7639 ,3966 ,23235 ,9533 ,27016 ,16432 ,14720 ,8607 ,8822 ,6101 ,8220 ,6086 ,8718 ,6454 ,9099 ,7578 ,8387 ,7634 ,10124 ,8593 ,11142 ,10524 ,10538 ,14451 ,13966 ,24589 ,7026 ,19291 ,4982 ,10227 ,4037 ,9345 ,2986 ,6337 ,1103 ,3937 ,4 ,477 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,535,가락시장,6 ,0 ,2608 ,2536 ,4803 ,5993 ,8714 ,13058 ,11170 ,32182 ,8457 ,15968 ,8820 ,12440 ,9504 ,10583 ,9400 ,9421 ,9641 ,10176 ,10522 ,10180 ,12291 ,9734 ,12452 ,11025 ,15981 ,11987 ,23413 ,15589 ,10699 ,11753 ,8504 ,7618 ,8789 ,6525 ,5709 ,4816 ,2075 ,3168 ,10 ,1322 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,536,문정,7 ,0 ,1996 ,2664 ,5732 ,9558 ,17911 ,40335 ,25000 ,140681 ,15566 ,70885 ,11317 ,22115 ,12184 ,12500 ,13502 ,12788 ,15917 ,15111 ,18340 ,13082 ,21575 ,14462 ,25528 ,15087 ,58332 ,18180 ,103206 ,25358 ,38972 ,20668 ,23627 ,11062 ,21131 ,9643 ,12229 ,7618 ,3467 ,4050 ,1 ,96 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,537,장지,5 ,0 ,4407 ,2013 ,13494 ,9163 ,38722 ,21389 ,43730 ,41386 ,22762 ,31057 ,13530 ,17049 ,12959 ,15595 ,15173 ,17494 ,15700 ,15578 ,15555 ,16823 ,17672 ,19862 ,22558 ,21531 ,30119 ,27022 ,40510 ,43106 ,25786 ,29273 ,19743 ,16361 ,17399 ,13570 ,11860 ,10526 ,2796 ,6363 ,0 ,57 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,538,복정,3 ,0 ,3435 ,2157 ,8838 ,8190 ,24967 ,10424 ,32004 ,16207 ,18515 ,8643 ,9287 ,5933 ,7811 ,6088 ,8333 ,7603 ,8437 ,6496 ,8260 ,7435 ,9465 ,9054 ,11264 ,10476 ,18012 ,15961 ,21396 ,27095 ,13047 ,19678 ,7997 ,12051 ,6035 ,10443 ,5323 ,7815 ,1688 ,3414 ,12 ,398 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,539,산성,1 ,0 ,5152 ,658 ,8946 ,2412 ,22265 ,4338 ,25478 ,7351 ,14641 ,5421 ,8504 ,5397 ,7192 ,4928 ,7013 ,5811 ,7403 ,6017 ,7193 ,6102 ,6813 ,8217 ,8083 ,9963 ,8578 ,12661 ,7332 ,21645 ,4114 ,18792 ,2774 ,11692 ,2260 ,10493 ,1458 ,8413 ,695 ,4211 ,1 ,800 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,540,남한산성입구(성남법원.검찰청),9 ,0 ,8846 ,1279 ,17809 ,4488 ,41103 ,10781 ,53902 ,20388 ,26872 ,11600 ,15383 ,9110 ,13475 ,8486 ,13397 ,9847 ,13848 ,10759 ,12842 ,11098 ,12733 ,14282 ,13788 ,16988 ,17250 ,20929 ,19534 ,37280 ,10035 ,31887 ,5769 ,18408 ,4673 ,17751 ,2956 ,14158 ,1108 ,7194 ,6 ,1221 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,541,단대오거리,17 ,0 ,7734 ,2258 ,12624 ,6030 ,29374 ,9347 ,34067 ,15504 ,18229 ,7961 ,11069 ,5962 ,10012 ,6530 ,10366 ,7575 ,10140 ,7585 ,9413 ,8436 ,9069 ,11472 ,10867 ,13771 ,13473 ,16872 ,17624 ,27715 ,8936 ,24171 ,5495 ,14385 ,4276 ,12710 ,2719 ,10058 ,968 ,5599 ,4 ,934 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,542,신흥,0 ,0 ,3558 ,679 ,4955 ,2504 ,10997 ,2850 ,13371 ,6096 ,7928 ,4347 ,5328 ,4571 ,4874 ,4473 ,5171 ,4561 ,5381 ,5004 ,5459 ,5647 ,5544 ,6833 ,5883 ,7493 ,6380 ,8946 ,6623 ,13581 ,3834 ,11271 ,3017 ,6917 ,2356 ,6352 ,1697 ,4441 ,563 ,2501 ,4 ,308 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,543,수진,0 ,0 ,3501 ,411 ,5704 ,2017 ,13418 ,3016 ,17797 ,8069 ,9223 ,4312 ,6057 ,4085 ,5470 ,4278 ,6241 ,4328 ,5869 ,6001 ,5186 ,5860 ,6052 ,6182 ,7307 ,6824 ,7592 ,8198 ,6591 ,12437 ,3482 ,10615 ,2680 ,6229 ,2097 ,6080 ,1593 ,4590 ,607 ,2629 ,5 ,345 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,8호선,544,모란,19 ,0 ,1862 ,663 ,2742 ,2570 ,7463 ,3296 ,9512 ,6431 ,5792 ,4445 ,5298 ,4753 ,5859 ,4818 ,6119 ,4305 ,6334 ,5223 ,6473 ,5522 ,7784 ,5126 ,8340 ,5398 ,7508 ,5818 ,7967 ,6989 ,4790 ,4789 ,3324 ,2717 ,2978 ,2902 ,2026 ,2186 ,974 ,1223 ,1 ,276 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,601,개화,21 ,1 ,1790 ,330 ,4555 ,2379 ,9933 ,3074 ,6856 ,4975 ,3062 ,2295 ,2036 ,1624 ,1876 ,1978 ,1937 ,1994 ,1951 ,1789 ,2128 ,1705 ,2279 ,2154 ,3216 ,1918 ,4474 ,2764 ,6102 ,4585 ,2751 ,4421 ,1539 ,2433 ,1615 ,1860 ,472 ,1394 ,192 ,734 ,0 ,77 ,0 ,0 ,1 ,0 ,0 ,0 
20-Sep,9호선,602,김포공항,24 ,0 ,1319 ,1117 ,3004 ,7668 ,6766 ,13514 ,7893 ,18254 ,6787 ,15112 ,6803 ,13863 ,7682 ,14831 ,7651 ,16073 ,9658 ,19089 ,10392 ,16135 ,11222 ,14302 ,10328 ,18452 ,14611 ,20404 ,16139 ,22737 ,12933 ,14470 ,11616 ,5743 ,12044 ,3136 ,7670 ,2110 ,635 ,1074 ,20 ,511 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,603,공항시장,0 ,0 ,2749 ,119 ,3953 ,1001 ,7551 ,1713 ,7800 ,3398 ,4635 ,2432 ,3590 ,2668 ,3443 ,2805 ,3677 ,2821 ,3600 ,3059 ,3339 ,3478 ,3467 ,4229 ,3279 ,4808 ,3475 ,6036 ,3213 ,8539 ,2220 ,8393 ,1802 ,5162 ,1587 ,4095 ,991 ,3310 ,380 ,2342 ,0 ,217 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,604,신방화,2 ,0 ,4033 ,717 ,9625 ,2334 ,22637 ,4292 ,21278 ,9483 ,11323 ,4954 ,7500 ,4288 ,7040 ,4912 ,6873 ,5844 ,7273 ,5947 ,6771 ,5848 ,7371 ,8772 ,7638 ,8679 ,7264 ,11127 ,8323 ,20126 ,4521 ,17650 ,3611 ,9783 ,3124 ,9406 ,2132 ,6584 ,702 ,3991 ,0 ,96 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,605,마곡나루(서울식물원),0 ,1 ,3065 ,808 ,7557 ,5279 ,22306 ,9040 ,22470 ,30746 ,10653 ,16928 ,7439 ,8257 ,7543 ,6986 ,8777 ,7662 ,9138 ,8092 ,8961 ,8553 ,10407 ,9154 ,12980 ,10412 ,20137 ,16003 ,29106 ,26382 ,13884 ,22807 ,10538 ,13196 ,10629 ,10713 ,7255 ,9237 ,2955 ,6043 ,39 ,409 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,606,양천향교,2 ,0 ,3835 ,799 ,7940 ,4889 ,23812 ,8922 ,23609 ,29214 ,12016 ,12856 ,8393 ,6535 ,8038 ,6786 ,9293 ,7254 ,8798 ,7173 ,8964 ,8299 ,10234 ,8171 ,11100 ,9439 ,15624 ,13425 ,24701 ,22852 ,10057 ,20798 ,5840 ,12734 ,5046 ,10345 ,3065 ,8554 ,1198 ,5889 ,4 ,56 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,607,가양,39 ,0 ,12851 ,1686 ,20376 ,8897 ,58751 ,19799 ,58535 ,34966 ,31570 ,21732 ,21600 ,12964 ,21663 ,14361 ,22198 ,14743 ,20882 ,16923 ,19385 ,18571 ,21320 ,20800 ,24471 ,25044 ,29004 ,31820 ,35291 ,56149 ,17520 ,49681 ,11926 ,27530 ,10311 ,25893 ,6290 ,18985 ,1817 ,11994 ,2 ,563 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,608,증미,0 ,0 ,1828 ,777 ,6167 ,2503 ,16832 ,6699 ,16302 ,29031 ,8279 ,10751 ,6692 ,6308 ,6995 ,5707 ,6916 ,6009 ,7407 ,6658 ,7306 ,6718 ,7785 ,8474 ,8783 ,7972 ,12419 ,9748 ,24965 ,17353 ,8286 ,15610 ,5047 ,7115 ,4566 ,6358 ,2779 ,4504 ,994 ,2694 ,0 ,90 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,609,등촌,2 ,0 ,4384 ,790 ,11432 ,3544 ,32138 ,6220 ,38456 ,15080 ,17139 ,9072 ,11968 ,7279 ,11307 ,7959 ,11920 ,8977 ,11515 ,9854 ,10969 ,10285 ,11403 ,13315 ,12043 ,14679 ,12350 ,20601 ,15518 ,33198 ,7464 ,28428 ,5637 ,14916 ,4965 ,12325 ,3249 ,9521 ,1124 ,5968 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,610,염창,8 ,0 ,9475 ,511 ,21546 ,3986 ,59938 ,7024 ,66541 ,20200 ,33700 ,10361 ,18963 ,7772 ,15848 ,8329 ,16718 ,10681 ,15882 ,11040 ,13947 ,12494 ,13201 ,16330 ,14123 ,19895 ,17406 ,33907 ,21256 ,58299 ,11255 ,51392 ,8312 ,30261 ,7298 ,25844 ,4963 ,19902 ,1564 ,13655 ,4 ,336 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,611,신목동,1 ,0 ,1475 ,293 ,4621 ,1700 ,14554 ,2496 ,14196 ,4637 ,6450 ,2227 ,3763 ,1720 ,3123 ,2062 ,3423 ,2333 ,3291 ,2680 ,3090 ,2729 ,3300 ,3127 ,4154 ,4259 ,4625 ,6109 ,4892 ,11602 ,2279 ,9585 ,1606 ,5268 ,1557 ,4996 ,1345 ,3594 ,364 ,2306 ,0 ,53 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,612,선유도,8 ,0 ,1435 ,982 ,4159 ,4791 ,15474 ,9621 ,16710 ,29922 ,7394 ,13407 ,4874 ,5149 ,4895 ,5008 ,5758 ,4870 ,5983 ,5873 ,6207 ,6211 ,7295 ,6508 ,9337 ,7015 ,15081 ,9343 ,27182 ,15830 ,10913 ,12404 ,6206 ,6182 ,5271 ,5240 ,3663 ,3879 ,1201 ,2298 ,0 ,37 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,613,당산,21 ,0 ,7013 ,1110 ,13820 ,5555 ,39494 ,13469 ,45750 ,35591 ,26571 ,20209 ,17117 ,12128 ,16702 ,12505 ,18662 ,13686 ,18264 ,15080 ,17552 ,15456 ,17779 ,17408 ,19491 ,20848 ,26963 ,32691 ,39610 ,52229 ,20725 ,39045 ,15919 ,23819 ,14592 ,21624 ,10325 ,16907 ,4019 ,11424 ,1 ,411 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,614,국회의사당,2 ,0 ,699 ,1265 ,1198 ,6959 ,3019 ,36417 ,4579 ,123851 ,4065 ,52986 ,4791 ,15673 ,7607 ,10958 ,7844 ,9799 ,9763 ,10876 ,12980 ,8535 ,15271 ,7209 ,18609 ,6643 ,50944 ,7575 ,94281 ,7352 ,32466 ,4711 ,18739 ,2645 ,16428 ,2381 ,9131 ,1592 ,2545 ,1032 ,1 ,9 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,615,여의도,5 ,0 ,2261 ,1615 ,2979 ,17674 ,6717 ,100706 ,8435 ,119883 ,8252 ,47969 ,8816 ,17289 ,12781 ,14905 ,13179 ,14427 ,15362 ,15771 ,16960 ,13790 ,21555 ,12191 ,32791 ,11981 ,93043 ,13935 ,108598 ,17020 ,45487 ,11838 ,29362 ,6998 ,24982 ,5945 ,12860 ,4407 ,3322 ,2421 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,616,샛강,14 ,0 ,772 ,750 ,1587 ,3843 ,3353 ,13036 ,4651 ,26076 ,3302 ,11817 ,3205 ,5662 ,3513 ,4768 ,3773 ,4252 ,4631 ,4513 ,5242 ,4929 ,6113 ,4049 ,8208 ,4672 ,14742 ,5705 ,22314 ,8322 ,8906 ,5271 ,5791 ,3136 ,5750 ,2395 ,3456 ,1739 ,1521 ,1065 ,0 ,14 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,617,노량진,305 ,2 ,14037 ,1647 ,20406 ,10023 ,50688 ,22537 ,72040 ,44164 ,39670 ,23577 ,23846 ,18032 ,22523 ,17949 ,24430 ,22894 ,26269 ,24475 ,24485 ,22586 ,24550 ,27869 ,27493 ,30683 ,33312 ,45444 ,43866 ,68145 ,22989 ,47946 ,20403 ,29567 ,19308 ,29519 ,17366 ,22536 ,5500 ,14964 ,7 ,458 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,618,노들,14 ,3 ,3099 ,196 ,4344 ,1235 ,13432 ,1766 ,16824 ,3214 ,9085 ,2529 ,5835 ,2565 ,4763 ,2711 ,4667 ,3161 ,5082 ,3558 ,4722 ,3782 ,4246 ,5597 ,4614 ,5610 ,5067 ,8162 ,5062 ,13809 ,3219 ,10234 ,2275 ,5726 ,2054 ,5508 ,1558 ,4081 ,524 ,2613 ,0 ,21 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,619,흑석(중앙대입구),8 ,1 ,2845 ,824 ,4692 ,4422 ,13354 ,9717 ,17580 ,13374 ,11048 ,10675 ,8148 ,8062 ,8200 ,6898 ,8918 ,8291 ,9053 ,9353 ,9378 ,7867 ,10326 ,9756 ,11308 ,10427 ,16392 ,13886 ,13794 ,20890 ,7601 ,15012 ,6328 ,9734 ,5903 ,8431 ,5341 ,6509 ,1945 ,4108 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,620,동작(현충원),7 ,1 ,817 ,166 ,1375 ,1535 ,3982 ,1395 ,5012 ,2461 ,2882 ,1479 ,1767 ,1201 ,1672 ,1339 ,1885 ,1302 ,2038 ,1349 ,1941 ,1421 ,1931 ,1370 ,2531 ,1546 ,2621 ,2291 ,3564 ,3789 ,1776 ,2706 ,1467 ,1557 ,1185 ,1501 ,872 ,1254 ,341 ,710 ,0 ,861 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,621,구반포,4 ,0 ,450 ,206 ,1452 ,1579 ,3378 ,3000 ,4397 ,6216 ,2913 ,3995 ,2331 ,2980 ,2237 ,2897 ,2784 ,3111 ,3169 ,3384 ,3270 ,3162 ,3503 ,3461 ,4242 ,3371 ,5099 ,4304 ,7263 ,6216 ,3811 ,4331 ,2888 ,2330 ,2393 ,2020 ,1603 ,1590 ,389 ,1261 ,0 ,51 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,622,신반포,0 ,0 ,392 ,349 ,1467 ,3253 ,4213 ,5800 ,5234 ,7141 ,2977 ,4552 ,2369 ,2683 ,2215 ,2033 ,2551 ,2334 ,2840 ,3125 ,3183 ,2643 ,4209 ,3106 ,5806 ,3126 ,6913 ,3837 ,6743 ,5987 ,3801 ,4103 ,2395 ,2355 ,2189 ,2084 ,1521 ,1679 ,497 ,1003 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,623,고속터미널,9 ,0 ,1635 ,938 ,3989 ,9827 ,11656 ,15069 ,15341 ,21311 ,10900 ,21283 ,8760 ,19063 ,10140 ,18794 ,12098 ,20112 ,12801 ,22040 ,13918 ,21378 ,16089 ,23219 ,18849 ,22936 ,22139 ,26898 ,24067 ,33539 ,20768 ,22151 ,18618 ,13206 ,14296 ,10865 ,11125 ,7618 ,3609 ,4172 ,2 ,46 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,624,사평,7 ,0 ,716 ,195 ,2150 ,2481 ,7135 ,3906 ,7052 ,5689 ,4160 ,2842 ,2773 ,1929 ,2696 ,2246 ,3121 ,2697 ,3240 ,2999 ,3265 ,3031 ,3536 ,3053 ,5128 ,3758 ,5565 ,5121 ,5667 ,7891 ,3512 ,6148 ,1978 ,3162 ,1345 ,2792 ,1037 ,1958 ,375 ,1248 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,9호선,625,신논현,7 ,0 ,3065 ,1526 ,10193 ,13516 ,25049 ,39028 ,32773 ,76993 ,21949 ,78046 ,17186 ,42997 ,19993 ,30043 ,24291 ,29225 ,26682 ,33888 ,29572 ,31648 ,35297 ,31180 ,42526 ,33225 ,63895 ,41909 ,89550 ,64342 ,63879 ,40683 ,46252 ,20377 ,46096 ,16996 ,32289 ,12508 ,11632 ,7066 ,6 ,704 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,공항철도 1호선,639,서울역,44 ,0 ,1792 ,520 ,1626 ,6081 ,6684 ,10374 ,9610 ,15647 ,4949 ,11516 ,4841 ,8276 ,5533 ,7412 ,7442 ,8040 ,7865 ,7172 ,6596 ,6920 ,9294 ,6898 ,10594 ,7832 ,14199 ,9132 ,18642 ,10800 ,12953 ,8644 ,9126 ,5019 ,8861 ,4476 ,6137 ,3138 ,2688 ,1222 ,5 ,963 ,0 ,0 ,0 ,0 ,0 ,0 
