사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Sep,6호선,461,약수,0 ,1 ,1179 ,236 ,1614 ,1949 ,4185 ,5243 ,5731 ,14685 ,4228 ,6735 ,3519 ,3814 ,3521 ,3557 ,3983 ,3276 ,3990 ,3625 ,4339 ,3533 ,4628 ,3968 ,5520 ,3984 ,7116 ,5083 ,10294 ,6509 ,5310 ,4521 ,3678 ,2491 ,3504 ,2265 ,2392 ,1842 ,977 ,1200 ,3 ,101 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,462,청구,2 ,0 ,1378 ,456 ,2745 ,2207 ,6107 ,6383 ,7887 ,21230 ,4863 ,9238 ,3350 ,3834 ,3224 ,3199 ,3353 ,3272 ,3705 ,3580 ,3741 ,3301 ,3933 ,3909 ,5334 ,4148 ,6495 ,4990 ,11424 ,6466 ,7189 ,4482 ,4284 ,3017 ,3860 ,3062 ,2578 ,2452 ,963 ,1489 ,2 ,181 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,463,신당,153 ,0 ,7093 ,896 ,5898 ,5463 ,6232 ,13482 ,8937 ,35911 ,7373 ,18749 ,6297 ,10597 ,7493 ,7654 ,8743 ,6325 ,7328 ,7127 ,8534 ,6243 ,10439 ,6006 ,12798 ,6663 ,14870 ,7622 ,22160 ,10538 ,12559 ,15626 ,9681 ,7910 ,8773 ,5585 ,7027 ,5327 ,3151 ,8028 ,5 ,727 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,464,동묘앞,107 ,0 ,3957 ,470 ,3781 ,3965 ,7583 ,7597 ,9677 ,23761 ,8565 ,17893 ,7768 ,11775 ,9873 ,11283 ,12063 ,10567 ,11530 ,11676 ,13238 ,11810 ,15096 ,11617 ,16670 ,10851 ,19233 ,10780 ,21962 ,12645 ,10808 ,9635 ,6553 ,6258 ,5730 ,5864 ,3846 ,4903 ,1551 ,5666 ,6 ,605 ,1 ,0 ,2 ,0 ,0 ,0 
20-Sep,6호선,465,창신,12 ,0 ,2257 ,437 ,4371 ,1626 ,11806 ,4467 ,13872 ,5879 ,7194 ,2522 ,3743 ,2004 ,3105 ,1865 ,3081 ,2240 ,3485 ,2401 ,2951 ,2502 ,3115 ,3141 ,4226 ,3540 ,4223 ,4736 ,4334 ,7905 ,2411 ,6783 ,2022 ,3813 ,1404 ,3758 ,1031 ,2917 ,415 ,1981 ,0 ,80 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,466,보문,16 ,0 ,3015 ,943 ,5703 ,3152 ,16176 ,6875 ,24913 ,16667 ,12682 ,8022 ,7431 ,5000 ,6846 ,4727 ,7424 ,5350 ,7593 ,5838 ,7365 ,5540 ,7467 ,6748 ,8911 ,7562 ,10695 ,10912 ,14781 ,17907 ,7662 ,14850 ,5273 ,8914 ,4732 ,8612 ,3645 ,7071 ,1726 ,5203 ,1 ,126 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,467,안암(고대병원앞),44 ,0 ,1453 ,1008 ,2425 ,4101 ,6633 ,13060 ,8788 ,29934 ,7480 ,24018 ,8097 ,13983 ,9172 ,9866 ,10863 ,10831 ,10409 ,13158 ,11562 ,11064 ,14365 ,9512 ,17505 ,9237 ,27738 ,10817 ,25216 ,14759 ,14265 ,11910 ,11913 ,7366 ,12204 ,7723 ,11254 ,6659 ,5397 ,5282 ,1 ,602 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,468,고려대(종암),16 ,1 ,3156 ,686 ,6267 ,3137 ,17206 ,9119 ,20492 ,22094 ,10862 ,8909 ,6898 ,5983 ,6929 ,6034 ,7351 ,6630 ,8219 ,7764 ,7696 ,6897 ,8772 ,7465 ,11315 ,8498 ,16584 ,10769 ,17121 ,18663 ,8290 ,15503 ,5874 ,9368 ,6622 ,9085 ,5107 ,6863 ,1627 ,5122 ,1 ,119 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,469,월곡(동덕여대),15 ,1 ,5874 ,852 ,10649 ,3528 ,33338 ,6615 ,36482 ,20431 ,18500 ,11735 ,12300 ,8795 ,11275 ,8430 ,11259 ,10004 ,11534 ,10359 ,10999 ,10655 ,11099 ,12788 ,12259 ,15406 ,14571 ,19224 ,19417 ,33078 ,10188 ,27235 ,7370 ,14658 ,6053 ,13710 ,4381 ,9532 ,1720 ,6413 ,2 ,119 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,470,상월곡(한국과학기술연구원),20 ,0 ,4326 ,519 ,7711 ,1682 ,20801 ,2746 ,23773 ,10965 ,12568 ,4902 ,7414 ,3760 ,6225 ,3956 ,6215 ,4451 ,6323 ,4613 ,5864 ,4750 ,5543 ,6366 ,5964 ,7488 ,6904 ,10369 ,8667 ,16283 ,4883 ,14330 ,2494 ,8642 ,2011 ,7824 ,1593 ,5973 ,830 ,3910 ,0 ,123 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,471,돌곶이,10 ,0 ,5610 ,650 ,10987 ,3086 ,27218 ,4795 ,31363 ,12319 ,15597 ,7554 ,9756 ,5488 ,8536 ,5532 ,8742 ,6755 ,8550 ,7211 ,8327 ,7344 ,7932 ,9038 ,8741 ,10919 ,9638 ,14896 ,10613 ,24368 ,7439 ,20432 ,4133 ,12451 ,3539 ,9977 ,2542 ,8349 ,1046 ,5305 ,0 ,117 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,472,석계,857 ,5 ,7436 ,1865 ,18038 ,4872 ,43866 ,6335 ,47163 ,11112 ,24005 ,7744 ,15288 ,6946 ,12449 ,8518 ,12609 ,9884 ,13148 ,10276 ,11864 ,11766 ,11221 ,15017 ,11785 ,19285 ,12457 ,25683 ,12204 ,44734 ,8866 ,39093 ,6703 ,20873 ,5696 ,18411 ,4217 ,14202 ,2188 ,8792 ,23 ,746 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,473,태릉입구,26 ,1 ,3768 ,773 ,5928 ,2569 ,15956 ,3286 ,17898 ,6941 ,8556 ,5233 ,5919 ,3939 ,5136 ,4250 ,5614 ,4701 ,5845 ,5461 ,5535 ,5559 ,5300 ,6503 ,5862 ,8046 ,6696 ,10546 ,7128 ,18865 ,4805 ,16416 ,3633 ,8505 ,3252 ,8424 ,2601 ,6181 ,1220 ,4665 ,1 ,816 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,474,화랑대(서울여대입구),6 ,0 ,5233 ,932 ,17492 ,2973 ,51247 ,5869 ,45906 ,9886 ,20769 ,5831 ,11686 ,4495 ,9857 ,5046 ,10902 ,5761 ,9868 ,6397 ,8849 ,6767 ,8808 ,9254 ,10951 ,10538 ,11011 ,16465 ,9942 ,31092 ,5724 ,28656 ,3850 ,15242 ,3061 ,13268 ,2334 ,10153 ,1110 ,6395 ,1 ,621 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,475,봉화산(서울의료원),15 ,0 ,4536 ,1094 ,13371 ,2566 ,42323 ,5168 ,34877 ,10072 ,15684 ,5619 ,10104 ,4876 ,8275 ,4702 ,8672 ,6285 ,8509 ,6955 ,7597 ,7455 ,7462 ,8792 ,7782 ,10822 ,8945 ,15601 ,8923 ,26375 ,4446 ,25664 ,3531 ,14715 ,2774 ,11444 ,2115 ,9528 ,818 ,5458 ,1 ,608 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,6호선,476,신내,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,477,장암,0 ,0 ,1301 ,195 ,6014 ,1305 ,14040 ,1271 ,9266 ,1774 ,2845 ,2048 ,1648 ,2386 ,1342 ,1626 ,1617 ,1333 ,1774 ,1179 ,1957 ,960 ,2479 ,934 ,3153 ,1003 ,3263 ,1261 ,2934 ,2414 ,1605 ,2708 ,991 ,1237 ,628 ,877 ,303 ,620 ,81 ,326 ,0 ,13 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,478,도봉산,45 ,2 ,4193 ,881 ,15477 ,4954 ,45619 ,7231 ,34940 ,11042 ,16295 ,12246 ,8926 ,13705 ,7489 ,10573 ,8709 ,10311 ,8456 ,9852 ,8832 ,10235 ,9436 ,10932 ,10769 ,12831 ,10274 ,17098 ,9668 ,31068 ,5462 ,36198 ,3516 ,19914 ,2437 ,16781 ,1788 ,13153 ,505 ,8464 ,22 ,1639 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,479,수락산,20 ,1 ,8309 ,713 ,18766 ,5236 ,43767 ,7709 ,41267 ,15501 ,21848 ,14752 ,14512 ,14291 ,12934 ,12598 ,13552 ,12008 ,15031 ,11377 ,14545 ,11917 ,15157 ,14266 ,15596 ,17004 ,16608 ,20883 ,16934 ,35921 ,10624 ,38741 ,6819 ,21745 ,5766 ,17696 ,3450 ,13888 ,1209 ,8200 ,11 ,1428 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,480,마들,11 ,0 ,8478 ,1316 ,19537 ,3955 ,51673 ,6970 ,45564 ,9338 ,22020 ,8151 ,14816 ,7571 ,13645 ,8066 ,13626 ,8837 ,12533 ,9939 ,11695 ,10599 ,11260 ,13310 ,11461 ,15873 ,10792 ,21117 ,9569 ,37062 ,5909 ,38323 ,4253 ,19684 ,3312 ,17203 ,2542 ,13459 ,883 ,8599 ,5 ,923 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,481,노원,34 ,3 ,6748 ,2208 ,12743 ,5622 ,32070 ,11839 ,31611 ,36305 ,22659 ,35514 ,20996 ,25729 ,23216 ,22030 ,23010 ,22524 ,23854 ,26492 ,25413 ,27434 ,27412 ,29569 ,30057 ,29589 ,31455 ,33612 ,36628 ,47394 ,21921 ,40031 ,23116 ,18902 ,15483 ,15892 ,11706 ,11469 ,4265 ,8413 ,27 ,897 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,482,중계,12 ,0 ,7913 ,1871 ,20802 ,4335 ,53803 ,12062 ,53649 ,18095 ,26980 ,9424 ,17121 ,7445 ,15279 ,7751 ,15260 ,9489 ,14022 ,11171 ,12534 ,11218 ,13500 ,12957 ,14459 ,15851 ,14763 ,22014 ,13425 ,37936 ,7421 ,39568 ,5498 ,21362 ,4832 ,18199 ,4316 ,14875 ,1269 ,8736 ,5 ,727 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,483,하계,4 ,0 ,7094 ,1398 ,20829 ,5525 ,58893 ,13689 ,59693 ,21158 ,30015 ,14955 ,19867 ,11052 ,18993 ,11614 ,19627 ,14254 ,18241 ,16179 ,17761 ,16407 ,19729 ,18112 ,20820 ,21608 ,21593 ,27010 ,18891 ,48182 ,11534 ,48247 ,8463 ,25225 ,8825 ,22631 ,6887 ,17362 ,1991 ,11166 ,2 ,951 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,484,공릉(서울과학기술대),19 ,0 ,5822 ,1014 ,12343 ,3538 ,31183 ,9075 ,35731 ,18830 ,18220 ,11264 ,12698 ,8562 ,11664 ,8527 ,12468 ,10449 ,12629 ,11431 ,13017 ,11374 ,13848 ,13014 ,15042 ,15705 ,15506 ,20690 ,18229 ,33430 ,10212 ,30608 ,7985 ,16827 ,6989 ,14739 ,5359 ,11321 ,2232 ,8366 ,2 ,460 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,485,태릉입구,134 ,0 ,6436 ,1542 ,6480 ,4539 ,18288 ,6935 ,21915 ,14961 ,12886 ,8377 ,8637 ,6409 ,8098 ,5987 ,8413 ,6370 ,8603 ,7455 ,8901 ,7042 ,9120 ,8306 ,10472 ,9912 ,13103 ,12679 ,14612 ,18968 ,8987 ,17316 ,6346 ,10140 ,6272 ,9407 ,4573 ,7442 ,1845 ,4872 ,7 ,2015 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,486,먹골,30 ,0 ,7072 ,725 ,11078 ,2688 ,32688 ,4640 ,38609 ,12388 ,20900 ,7973 ,12161 ,6889 ,10797 ,7314 ,11462 ,7773 ,10791 ,8752 ,10305 ,9746 ,9919 ,12042 ,10087 ,14751 ,11117 ,19774 ,12937 ,32135 ,8128 ,29033 ,5414 ,15921 ,4757 ,14632 ,3213 ,10663 ,1399 ,6676 ,4 ,558 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,487,중화,3 ,0 ,8255 ,888 ,13451 ,3708 ,32640 ,7272 ,41816 ,20196 ,22086 ,9501 ,13230 ,7249 ,10742 ,7855 ,11708 ,8582 ,11261 ,9143 ,10623 ,9870 ,10509 ,12719 ,11771 ,14829 ,13782 ,19746 ,15744 ,33342 ,9968 ,29322 ,6173 ,16883 ,5845 ,16235 ,3738 ,12240 ,1437 ,7148 ,7 ,621 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,488,상봉(시외버스터미널),316 ,4 ,10224 ,1559 ,17154 ,6448 ,44092 ,12236 ,59799 ,29454 ,29826 ,18237 ,16943 ,12446 ,15076 ,11429 ,16362 ,13308 ,15980 ,15101 ,16121 ,15508 ,16449 ,17428 ,19194 ,20923 ,24654 ,29369 ,27610 ,48928 ,19305 ,43674 ,13806 ,24089 ,12715 ,20766 ,8444 ,15112 ,3583 ,10015 ,23 ,950 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,489,면목,49 ,0 ,11921 ,1028 ,20633 ,5571 ,51356 ,8030 ,62991 ,21211 ,33113 ,11075 ,18103 ,10417 ,15372 ,11039 ,15763 ,12016 ,16269 ,12631 ,14551 ,14502 ,13941 ,18397 ,15672 ,23828 ,16588 ,30330 ,17906 ,48408 ,13886 ,45553 ,8088 ,25261 ,6584 ,22695 ,4302 ,16861 ,1709 ,9710 ,2 ,849 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,490,사가정,8 ,0 ,10898 ,1426 ,19942 ,6463 ,47624 ,10333 ,60676 ,23223 ,32774 ,13409 ,19169 ,11740 ,16448 ,12442 ,17888 ,13265 ,17121 ,13843 ,16171 ,15529 ,16133 ,20367 ,17452 ,24076 ,19969 ,32484 ,21021 ,53604 ,15314 ,47015 ,10740 ,25393 ,9431 ,22838 ,6262 ,16506 ,2638 ,9180 ,2 ,916 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,491,용마산(용마폭포공원),3 ,1 ,4839 ,720 ,9786 ,2754 ,20502 ,3570 ,25370 ,8873 ,13087 ,5183 ,7207 ,4415 ,5701 ,4152 ,5953 ,4502 ,5835 ,5066 ,5375 ,5370 ,5517 ,6998 ,6221 ,8460 ,6183 ,10741 ,6828 ,18754 ,4235 ,16786 ,2584 ,9282 ,2170 ,9292 ,1473 ,6651 ,637 ,3928 ,2 ,349 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,492,중곡,2 ,0 ,5112 ,545 ,11183 ,4031 ,27234 ,8288 ,39260 ,16786 ,21629 ,8331 ,11572 ,6445 ,10171 ,6647 ,10166 ,7163 ,9994 ,7981 ,9805 ,8801 ,9556 ,11193 ,12303 ,12641 ,12552 ,16808 ,12058 ,28005 ,8376 ,24648 ,5314 ,13497 ,4379 ,12809 ,3032 ,9612 ,1178 ,5631 ,1 ,191 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,493,군자(능동),32 ,1 ,7909 ,926 ,12318 ,6559 ,29256 ,7534 ,48026 ,22665 ,30632 ,14191 ,15230 ,8880 ,12914 ,8390 ,13253 ,8600 ,13790 ,9507 ,13131 ,10370 ,13837 ,13516 ,15800 ,14724 ,19947 ,20586 ,26193 ,35255 ,16397 ,28512 ,12866 ,15712 ,11786 ,14397 ,8425 ,10944 ,3582 ,6454 ,9 ,382 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,494,어린이대공원(세종대),13 ,0 ,3383 ,1032 ,6272 ,8399 ,14464 ,12327 ,24939 ,35637 ,16993 ,18944 ,9272 ,12350 ,8544 ,10306 ,9974 ,11114 ,10783 ,13239 ,11744 ,12600 ,14081 ,12812 ,18640 ,12470 ,27871 ,15810 ,30684 ,22267 ,16530 ,18125 ,11730 ,10915 ,11979 ,10280 ,10114 ,8141 ,4468 ,5493 ,9 ,216 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,495,건대입구,28 ,0 ,3546 ,791 ,4099 ,6292 ,10607 ,16190 ,16696 ,28047 ,12456 ,22268 ,9536 ,14537 ,10191 ,12223 ,11204 ,14524 ,11739 ,16244 ,13687 ,15597 ,16961 ,15530 ,19876 ,15760 ,28722 ,19967 ,29230 ,29921 ,19517 ,21765 ,22355 ,11178 ,17454 ,9983 ,13179 ,7129 ,6024 ,4329 ,1 ,1904 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,496,뚝섬유원지,12 ,0 ,4477 ,503 ,7662 ,3740 ,17429 ,5267 ,24688 ,10115 ,15389 ,7427 ,7601 ,5219 ,6402 ,6200 ,6797 ,7232 ,7188 ,8651 ,7076 ,10120 ,8150 ,12771 ,9978 ,13769 ,12321 ,18205 ,15065 ,27157 ,11868 ,20878 ,9941 ,12683 ,11378 ,12267 ,10068 ,7956 ,4852 ,4150 ,1 ,251 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,497,청담,30 ,0 ,2207 ,3427 ,5638 ,23835 ,8239 ,52288 ,10942 ,125399 ,9067 ,81272 ,8320 ,28809 ,10223 ,16225 ,12753 ,14853 ,14020 ,17201 ,17045 ,14347 ,24546 ,12846 ,30432 ,12341 ,52278 ,14054 ,94726 ,15538 ,49308 ,10699 ,28106 ,6996 ,24976 ,6636 ,15869 ,3610 ,3912 ,2596 ,6 ,1440 ,0 ,1 ,0 ,0 ,0 ,0 
20-Sep,7호선,498,강남구청,3 ,0 ,1311 ,1658 ,3229 ,10564 ,5795 ,28369 ,7416 ,91069 ,6175 ,79862 ,6259 ,28974 ,7922 ,17697 ,9484 ,15142 ,11420 ,16234 ,14671 ,12743 ,19918 ,11634 ,22269 ,12171 ,37896 ,12784 ,72388 ,14701 ,43911 ,10068 ,26435 ,6176 ,26525 ,5030 ,15830 ,3219 ,4942 ,2702 ,6 ,331 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,499,학동,1 ,0 ,1851 ,2280 ,4306 ,21626 ,6913 ,48255 ,9024 ,164307 ,8438 ,114819 ,8325 ,37948 ,10169 ,18128 ,12344 ,15316 ,14286 ,17705 ,19336 ,15122 ,25425 ,13806 ,30376 ,12539 ,60967 ,13830 ,138554 ,14605 ,67820 ,9961 ,32497 ,6134 ,30425 ,5249 ,18307 ,3384 ,5727 ,2324 ,10 ,176 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,500,논현,16 ,0 ,2237 ,1239 ,4610 ,15147 ,7674 ,39541 ,12571 ,104332 ,10763 ,84456 ,9226 ,32075 ,10916 ,17910 ,12341 ,15649 ,14336 ,18659 ,17835 ,17806 ,21748 ,16370 ,26443 ,16585 ,47086 ,20676 ,89796 ,25506 ,50570 ,16860 ,32141 ,8963 ,32476 ,7914 ,21671 ,5593 ,8613 ,3981 ,20 ,327 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,501,반포,3 ,0 ,1045 ,567 ,2770 ,6126 ,6977 ,10901 ,9368 ,18700 ,6195 ,15127 ,4244 ,6905 ,4377 ,6695 ,5736 ,7083 ,6353 ,6666 ,6301 ,6142 ,7783 ,6135 ,11277 ,5884 ,13260 ,7391 ,15623 ,9296 ,10187 ,6495 ,7644 ,3687 ,8793 ,3142 ,6134 ,2487 ,1497 ,1387 ,5 ,93 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,502,고속터미널,28 ,1 ,937 ,2397 ,2546 ,20541 ,7957 ,33334 ,12218 ,43718 ,13225 ,28508 ,12698 ,17917 ,14567 ,14476 ,14740 ,14672 ,14982 ,17555 ,16221 ,16177 ,23600 ,12313 ,25927 ,12012 ,40896 ,13205 ,39945 ,14142 ,22882 ,10272 ,24185 ,6216 ,20607 ,6651 ,16126 ,2904 ,4429 ,1929 ,9 ,185 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,503,내방,12 ,0 ,2283 ,1455 ,6234 ,10462 ,14524 ,21842 ,22669 ,71652 ,15103 ,38648 ,10661 ,15193 ,10956 ,11458 ,11802 ,11701 ,13999 ,12953 ,14325 ,12071 ,15863 ,12340 ,20004 ,13118 ,32742 ,17199 ,62891 ,23775 ,22724 ,16985 ,14833 ,9766 ,14805 ,8695 ,9085 ,6274 ,2881 ,3470 ,5 ,1523 ,0 ,1 ,0 ,0 ,0 ,0 
20-Sep,7호선,504,이수,17 ,1 ,4650 ,1077 ,7207 ,8209 ,21727 ,12695 ,35241 ,38478 ,22079 ,24978 ,14353 ,14209 ,13626 ,13253 ,14672 ,13819 ,16134 ,15530 ,16879 ,16226 ,18135 ,17384 ,21045 ,20300 ,25821 ,26047 ,37699 ,42929 ,21043 ,29785 ,19090 ,15938 ,18823 ,14073 ,13708 ,10258 ,5863 ,5911 ,13 ,487 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,505,남성,7 ,0 ,5361 ,712 ,11438 ,3831 ,32960 ,5821 ,47642 ,13173 ,26568 ,8751 ,14119 ,7477 ,11551 ,7584 ,11527 ,8772 ,11691 ,9854 ,10901 ,10521 ,10705 ,12738 ,11092 ,15146 ,11877 ,20796 ,13832 ,36229 ,7838 ,28009 ,6947 ,16165 ,6421 ,14899 ,4145 ,11078 ,1647 ,6935 ,19 ,454 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,506,숭실대입구(살피재),18 ,0 ,5199 ,786 ,10187 ,3140 ,30946 ,6519 ,43082 ,15721 ,22020 ,11871 ,12449 ,9539 ,10845 ,9913 ,11800 ,10721 ,12533 ,11587 ,11937 ,12250 ,11803 ,13998 ,13861 ,16681 ,17234 ,22795 ,16466 ,38084 ,9979 ,30159 ,8394 ,17465 ,8742 ,15922 ,7187 ,12516 ,3234 ,7777 ,13 ,761 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,507,상도,2 ,0 ,3944 ,1490 ,9231 ,6412 ,26316 ,7446 ,36475 ,15277 ,20236 ,12062 ,12095 ,8344 ,10509 ,7828 ,10885 ,8461 ,11163 ,9725 ,10607 ,9548 ,10934 ,11012 ,13554 ,13033 ,15802 ,18570 ,16322 ,30687 ,8438 ,23266 ,6994 ,14242 ,6676 ,13132 ,6039 ,10138 ,2560 ,6377 ,7 ,544 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,508,장승배기,8 ,0 ,6205 ,829 ,10571 ,3779 ,26468 ,7108 ,37304 ,15640 ,20937 ,9113 ,11875 ,7870 ,10155 ,7794 ,10418 ,8042 ,11112 ,9088 ,10083 ,9276 ,10226 ,12091 ,11091 ,13315 ,11756 ,18906 ,14233 ,29120 ,7683 ,24048 ,5913 ,13732 ,5362 ,13562 ,3762 ,9309 ,1389 ,5918 ,1 ,446 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,509,신대방삼거리,10 ,0 ,9417 ,1181 ,15619 ,6900 ,44114 ,11832 ,67486 ,26459 ,35427 ,16564 ,18888 ,12026 ,16220 ,11074 ,17367 ,12220 ,16484 ,13181 ,15516 ,14841 ,15539 ,17641 ,18313 ,19747 ,20017 ,28834 ,25384 ,53520 ,13944 ,41655 ,10375 ,23908 ,8665 ,21855 ,6263 ,16349 ,2558 ,10095 ,9 ,680 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,510,보라매,29 ,0 ,6070 ,1554 ,7413 ,5801 ,19436 ,14887 ,28149 ,34922 ,16092 ,11984 ,8828 ,6455 ,9196 ,6308 ,9009 ,7490 ,8879 ,8203 ,9061 ,7611 ,10879 ,8702 ,12923 ,10059 ,16526 ,14712 ,28548 ,24244 ,10138 ,19493 ,6773 ,10886 ,6274 ,9933 ,4355 ,7421 ,1582 ,4692 ,0 ,448 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,511,신풍,66 ,0 ,9708 ,1529 ,13657 ,5817 ,32933 ,9965 ,41146 ,18128 ,22883 ,9764 ,12683 ,7602 ,10409 ,7481 ,11142 ,8466 ,11320 ,9368 ,10624 ,9467 ,10587 ,12384 ,12909 ,14690 ,14881 ,21958 ,16825 ,33601 ,9286 ,25900 ,6300 ,14815 ,5140 ,15075 ,3548 ,11021 ,1336 ,5970 ,4 ,1143 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,512,대림(구로구청),40 ,1 ,11565 ,961 ,7426 ,4198 ,13697 ,6196 ,18110 ,16285 ,13248 ,11629 ,9771 ,11643 ,9868 ,11288 ,10724 ,10859 ,11131 ,10950 ,11843 ,11143 ,12592 ,12039 ,12714 ,12820 ,14649 ,18556 ,16407 ,20347 ,10156 ,13345 ,8001 ,8955 ,6357 ,11586 ,3743 ,7253 ,1815 ,3493 ,11 ,167 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,513,남구로,2 ,0 ,17801 ,1786 ,14618 ,6024 ,27463 ,28829 ,29429 ,91242 ,18372 ,42315 ,12152 ,15118 ,10957 ,12403 ,11996 ,11730 ,12040 ,12378 ,12229 ,12100 ,13789 ,13751 ,16391 ,17699 ,34284 ,29719 ,68802 ,29234 ,31135 ,20323 ,15952 ,13570 ,11806 ,15849 ,6873 ,10567 ,2559 ,5327 ,9 ,233 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,514,가산디지털단지,594 ,5 ,6579 ,5694 ,8189 ,19989 ,18828 ,104965 ,20088 ,335995 ,14760 ,189186 ,14114 ,50429 ,17990 ,30311 ,22938 ,27661 ,26788 ,28137 ,32424 ,25518 ,41897 ,23524 ,54674 ,22554 ,153174 ,23653 ,268351 ,27839 ,119535 ,20226 ,63354 ,11224 ,51588 ,9909 ,24715 ,7535 ,7724 ,4406 ,74 ,569 ,0 ,0 ,0 ,0 ,0 ,0 
20-Sep,7호선,515,철산,11 ,0 ,9539 ,4285 ,24377 ,8881 ,71694 ,13937 ,76374 ,29077 ,37495 ,21337 ,21875 ,16306 ,19945 ,15498 ,20703 ,16595 ,20862 ,19236 ,19228 ,20416 ,20318 ,22545 ,22828 ,27715 ,27624 ,43645 ,29145 ,78069 ,18184 ,64370 ,15852 ,31766 ,15286 ,27771 ,11228 ,20405 ,4222 ,11322 ,48 ,2159 ,0 ,0 ,0 ,0 ,0 ,0 
